epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,49,,8.60001277923584,,,,,
0,,99,,2.844095468521118,,,,,
0,,149,,1.881978988647461,,,,,
0,,199,,1.6837414503097534,,,,,
0,,249,,1.6094386577606201,,,,,
0,,299,,1.5614895820617676,,,,,
0,,349,,1.361625075340271,,,,,
0,,399,,1.4863159656524658,,,,,
0,,449,,1.3280177116394043,,,,,
0,,499,,1.2267425060272217,,,,,
0,,549,,1.545949101448059,,,,,
0,,599,,1.1543850898742676,,,,,
0,,649,,1.1933510303497314,,,,,
0,,699,,1.3791600465774536,,,,,
0,,749,,1.120609998703003,,,,,
0,,799,,1.0290640592575073,,,,,
0,,849,,1.1237444877624512,,,,,
0,,899,,0.9697498083114624,,,,,
0,,949,,1.0259761810302734,,,,,
0,,999,,0.9414743781089783,,,,,
0,,1049,,1.012605905532837,,,,,
0,,1099,,1.1897457838058472,,,,,
0,,1149,,0.9237654209136963,,,,,
0,,1199,,0.9745938181877136,,,,,
0,,1249,,1.0250368118286133,,,,,
0,,1299,,0.921310544013977,,,,,
0,,1349,,0.9637316465377808,,,,,
0,,1399,,0.9333315491676331,,,,,
0,,1449,,0.9123466610908508,,,,,
0,,1499,,0.9919095635414124,,,,,
0,,1549,,0.8368846774101257,,,,,
0,,1599,,0.9846073389053345,,,,,
0,,1649,,0.7920172810554504,,,,,
0,,1699,,1.054222583770752,,,,,
0,,1749,,0.776892900466919,,,,,
0,,1799,,0.9398876428604126,,,,,
0,,1849,,0.8566738963127136,,,,,
0,,1899,,1.0229160785675049,,,,,
0,,1949,,0.7742805480957031,,,,,
0,,1999,,1.065772294998169,,,,,
0,,2049,,0.8732067346572876,,,,,
0,,2099,,0.8155714869499207,,,,,
0,,2149,,0.7898381352424622,,,,,
0,,2199,,0.8330644369125366,,,,,
0,,2249,,0.795560896396637,,,,,
0,,2299,,0.6701005697250366,,,,,
0,,2349,,0.9375266432762146,,,,,
0,,2399,,0.8289278745651245,,,,,
0,,2449,,1.0897694826126099,,,,,
0,,2499,,0.7185160517692566,,,,,
0,,2549,,0.8064670562744141,,,,,
0,,2599,,0.8351051211357117,,,,,
0,,2649,,0.8890190124511719,,,,,
0,,2699,,0.7427111268043518,,,,,
0,,2749,,0.8746688961982727,,,,,
0,,2799,,0.7812016606330872,,,,,
0,,2849,,0.681652307510376,,,,,
0,,2899,,0.9926618933677673,,,,,
0,,2949,,0.7841430902481079,,,,,
0,,2999,,0.815283477306366,,,,,
0,,3049,,0.8424946069717407,,,,,
0,,3099,,0.9171584844589233,,,,,
0,,3132,,,2.9434661865234375,73091936.0,3.519087314605713,0.005386742763221264,1.534080147743225
0,,3132,1.3701449632644653,,,,,,
,0.001,3133,,,,,,,
1,,3149,,0.7742671966552734,,,,,
1,,3199,,0.7379900813102722,,,,,
1,,3249,,0.7489321231842041,,,,,
1,,3299,,0.7860402464866638,,,,,
1,,3349,,0.6725105047225952,,,,,
1,,3399,,0.9235615134239197,,,,,
1,,3449,,0.9788767099380493,,,,,
1,,3499,,0.708905041217804,,,,,
1,,3549,,0.6273095607757568,,,,,
1,,3599,,0.7892850041389465,,,,,
1,,3649,,0.6555022597312927,,,,,
1,,3699,,0.7420974969863892,,,,,
1,,3749,,0.6740535497665405,,,,,
1,,3799,,0.6581774353981018,,,,,
1,,3849,,0.803508996963501,,,,,
1,,3899,,0.6666280627250671,,,,,
1,,3949,,0.6302745938301086,,,,,
1,,3999,,0.7534690499305725,,,,,
1,,4049,,0.7104770541191101,,,,,
1,,4099,,0.7851563692092896,,,,,
1,,4149,,0.7686514258384705,,,,,
1,,4199,,0.7542167901992798,,,,,
1,,4249,,0.7074102759361267,,,,,
1,,4299,,0.6996268630027771,,,,,
1,,4349,,0.6505863666534424,,,,,
1,,4399,,0.8469198346138,,,,,
1,,4449,,0.7291780710220337,,,,,
1,,4499,,0.5886456966400146,,,,,
1,,4549,,0.7700965404510498,,,,,
1,,4599,,0.8048359751701355,,,,,
1,,4649,,0.6792786717414856,,,,,
1,,4699,,0.7464773654937744,,,,,
1,,4749,,0.7205211520195007,,,,,
1,,4799,,0.6537159085273743,,,,,
1,,4849,,0.5755453705787659,,,,,
1,,4899,,0.712215006351471,,,,,
1,,4949,,0.6665158867835999,,,,,
1,,4999,,0.6250653862953186,,,,,
1,,5049,,0.5940239429473877,,,,,
1,,5099,,0.6785477995872498,,,,,
1,,5149,,0.6773560643196106,,,,,
1,,5199,,0.7483874559402466,,,,,
1,,5249,,0.7318049669265747,,,,,
1,,5299,,0.7569469213485718,,,,,
1,,5349,,0.8696306943893433,,,,,
1,,5399,,0.6936044096946716,,,,,
1,,5449,,0.7321507930755615,,,,,
1,,5499,,0.6950010061264038,,,,,
1,,5549,,0.6673963069915771,,,,,
1,,5599,,0.6632664203643799,,,,,
1,,5649,,0.8280938863754272,,,,,
1,,5699,,0.6769554018974304,,,,,
1,,5749,,0.7118579745292664,,,,,
1,,5799,,0.6924229860305786,,,,,
1,,5849,,0.6147645115852356,,,,,
1,,5899,,0.7467821836471558,,,,,
1,,5949,,0.6693088412284851,,,,,
1,,5999,,0.6273464560508728,,,,,
1,,6049,,0.6137650609016418,,,,,
1,,6099,,0.6871424913406372,,,,,
1,,6149,,0.6811364889144897,,,,,
1,,6199,,0.5529869198799133,,,,,
1,,6249,,0.7610881328582764,,,,,
1,,6265,,,3.056363821029663,73073952.0,3.645318031311035,0.005551544483751059,1.5249910354614258
1,,6265,0.7259141802787781,,,,,,
,0.001,6266,,,,,,,
2,,6299,,0.6670047044754028,,,,,
2,,6349,,0.7157238721847534,,,,,
2,,6399,,0.7454892992973328,,,,,
2,,6449,,0.731631875038147,,,,,
2,,6499,,0.7241790890693665,,,,,
2,,6549,,0.5288553833961487,,,,,
2,,6599,,0.5988789796829224,,,,,
2,,6649,,0.5279490351676941,,,,,
2,,6699,,0.6496270298957825,,,,,
2,,6749,,0.7223097085952759,,,,,
2,,6799,,0.6449326872825623,,,,,
2,,6849,,0.7274834513664246,,,,,
2,,6899,,0.8072369694709778,,,,,
2,,6949,,0.5756892561912537,,,,,
2,,6999,,0.5686756372451782,,,,,
2,,7049,,0.6799213886260986,,,,,
2,,7099,,0.5488596558570862,,,,,
2,,7149,,0.6535651683807373,,,,,
2,,7199,,0.6020792722702026,,,,,
2,,7249,,0.6496879458427429,,,,,
2,,7299,,0.7102699279785156,,,,,
2,,7349,,0.7685263156890869,,,,,
2,,7399,,0.6344088912010193,,,,,
2,,7449,,0.6479718685150146,,,,,
2,,7499,,0.6049079298973083,,,,,
2,,7549,,0.5531259179115295,,,,,
2,,7599,,0.6640082001686096,,,,,
2,,7649,,0.6977905035018921,,,,,
2,,7699,,0.6719450354576111,,,,,
2,,7749,,0.6187834143638611,,,,,
2,,7799,,0.6944306492805481,,,,,
2,,7849,,0.612992525100708,,,,,
2,,7899,,0.6499711275100708,,,,,
2,,7949,,0.6112218499183655,,,,,
2,,7999,,0.7370231747627258,,,,,
2,,8049,,0.6288129687309265,,,,,
2,,8099,,0.6656340956687927,,,,,
2,,8149,,0.6154072284698486,,,,,
2,,8199,,0.548229455947876,,,,,
2,,8249,,0.7051023840904236,,,,,
2,,8299,,0.6672980189323425,,,,,
2,,8349,,0.6298473477363586,,,,,
2,,8399,,0.546693742275238,,,,,
2,,8449,,0.7348338961601257,,,,,
2,,8499,,0.6112105250358582,,,,,
2,,8549,,0.5137569308280945,,,,,
2,,8599,,0.635807991027832,,,,,
2,,8649,,0.6873888373374939,,,,,
2,,8699,,0.613507091999054,,,,,
2,,8749,,0.6662271618843079,,,,,
2,,8799,,0.6328258514404297,,,,,
2,,8849,,0.6321039795875549,,,,,
2,,8899,,0.6791908740997314,,,,,
2,,8949,,0.6754396557807922,,,,,
2,,8999,,0.64267897605896,,,,,
2,,9049,,0.6368274688720703,,,,,
2,,9099,,0.6138203144073486,,,,,
2,,9149,,0.6579221487045288,,,,,
2,,9199,,0.735338032245636,,,,,
2,,9249,,0.5643126964569092,,,,,
2,,9299,,0.8320437073707581,,,,,
2,,9349,,0.5578000545501709,,,,,
2,,9398,,,3.4961485862731934,73027512.0,4.071152210235596,0.006193539593368769,1.8867135047912598
2,,9398,0.651786208152771,,,,,,
,0.001,9399,,,,,,,
3,,9399,,0.6666001081466675,,,,,
3,,9449,,0.6070283055305481,,,,,
3,,9499,,0.5022886395454407,,,,,
3,,9549,,0.5504646897315979,,,,,
3,,9599,,0.6230741739273071,,,,,
3,,9649,,0.5794316530227661,,,,,
3,,9699,,0.7810556888580322,,,,,
3,,9749,,0.6313698887825012,,,,,
3,,9799,,0.590553343296051,,,,,
3,,9849,,0.6843432784080505,,,,,
3,,9899,,0.6609241366386414,,,,,
3,,9949,,0.5405846834182739,,,,,
3,,9999,,0.6370310187339783,,,,,
3,,10049,,0.5446903109550476,,,,,
3,,10099,,0.6830562353134155,,,,,
3,,10149,,0.559741735458374,,,,,
3,,10199,,0.6364272832870483,,,,,
3,,10249,,0.5547695159912109,,,,,
3,,10299,,0.5962073802947998,,,,,
3,,10349,,0.5786463022232056,,,,,
3,,10399,,0.5990564227104187,,,,,
3,,10449,,0.5680938959121704,,,,,
3,,10499,,0.6409949064254761,,,,,
3,,10549,,0.5672577619552612,,,,,
3,,10599,,0.7224007844924927,,,,,
3,,10649,,0.5636857748031616,,,,,
3,,10699,,0.5867853760719299,,,,,
3,,10749,,0.590149462223053,,,,,
3,,10799,,0.5179883241653442,,,,,
3,,10849,,0.5549465417861938,,,,,
3,,10899,,0.6566346287727356,,,,,
3,,10949,,0.5530511140823364,,,,,
3,,10999,,0.5705578327178955,,,,,
3,,11049,,0.5695575475692749,,,,,
3,,11099,,0.6091786623001099,,,,,
3,,11149,,0.6586941480636597,,,,,
3,,11199,,0.6236801743507385,,,,,
3,,11249,,0.49901995062828064,,,,,
3,,11299,,0.5974925756454468,,,,,
3,,11349,,0.5811963677406311,,,,,
3,,11399,,0.6645818948745728,,,,,
3,,11449,,0.5439044833183289,,,,,
3,,11499,,0.5517336130142212,,,,,
3,,11549,,0.49551689624786377,,,,,
3,,11599,,0.563176691532135,,,,,
3,,11649,,0.5913733243942261,,,,,
3,,11699,,0.6471575498580933,,,,,
3,,11749,,0.5246936082839966,,,,,
3,,11799,,0.5907015204429626,,,,,
3,,11849,,0.5845967531204224,,,,,
3,,11899,,0.49883610010147095,,,,,
3,,11949,,0.5163942575454712,,,,,
3,,11999,,0.5881538391113281,,,,,
3,,12049,,0.6192034482955933,,,,,
3,,12099,,0.5355384349822998,,,,,
3,,12149,,0.6959741711616516,,,,,
3,,12199,,0.5234986543655396,,,,,
3,,12249,,0.6441001892089844,,,,,
3,,12299,,0.552679181098938,,,,,
3,,12349,,0.6308826804161072,,,,,
