asset,mode,a,b,hold,seed,name,folds,resolved,med_bars,n_eff,barrier_pct,acc,edge,edge_min,pos_folds,ev,ev70
btc,atr,4.5,4.5,120,0,btc 4.5xATR/4.5xATR h120 s0,5,0.9300690918314443,28.0,1858,0.27639259596217625,0.5108199345322383,-0.6351877525256822,-3.8500941123269685,2,-0.07538520151944113,-0.09847497785611424
btc,atr,4.5,4.5,120,1,btc 4.5xATR/4.5xATR h120 s1,5,0.9300690918314443,28.0,1858,0.27639259596217625,0.5141233504540802,-0.3048461603415009,-3.036803278752165,3,-0.0740776294960585,-0.0497593616073741
btc,atr,7.5,7.5,120,0,btc 7.5xATR/7.5xATR h120 s0,5,0.6841326543340371,72.2,720,0.4258897071898436,0.5119751212817679,-0.399123451886072,-3.398047309215202,3,-0.07266323761041747,0.17685886247950028
btc,atr,7.5,7.5,120,1,btc 7.5xATR/7.5xATR h120 s1,5,0.6841326543340371,72.2,720,0.4258897071898436,0.5151742107328046,-0.07921450678241237,-1.4932854044532928,2,-0.06711192774359481,0.0021909642490893977
btc,atr,15.0,15.0,120,0,btc 15.0xATR/15.0xATR h120 s0,5,0.24963002757294106,120.0,431,0.7344108023761153,0.5195168301117894,0.1850514079379706,-3.2647546955690054,3,-0.05500423752025131,0.2762077953154899
btc,atr,15.0,15.0,120,1,btc 15.0xATR/15.0xATR h120 s1,5,0.24963002757294106,120.0,431,0.7344108023761153,0.5123383239497233,-0.5327992082686361,-3.2763455388028495,3,-0.07073543452534452,-0.17558175910925283
